Modelo;Cam_X_Robot;Cam_Y_Robot;Cam_Z_Robot;Robot_Pred_X;Robot_Pred_Y;Robot_Pred_Z;Robot_Real_X;Robot_Real_Y;Robot_Real_Z;Tiempo_Ms
LINEAL;-0.17033499805196933;0.09594220750664317;1.520825855387356;0.06919351078114513;-0.5302622736953262;-0.13136066766198648;0.07098189610367182;-0.6314706943527538;-0.13006895280313316;0.014700000974698924
LINEAL;-0.16265099750524054;0.096625323647224;1.516995499973003;0.06344750754479742;-0.5321836216483462;-0.1308307387518488;0.06385986741729266;-0.6307601356599695;-0.13007105732408422;0.01920000067912042
LINEAL;-0.15525059723840054;0.09703519333157248;1.5146972867243913;0.05791357718847623;-0.5333364304201582;-0.1305127814057662;0.05618634949035674;-0.6305060445625288;-0.1300440346739288;0.013700000636163168
LINEAL;-0.14709035715989294;0.09728111514218157;1.5133183587752241;0.051811447755333445;-0.5340281156832455;-0.13032200699811664;0.04765639381354112;-0.6307009132966164;-0.13005093946835686;0.014700000974698924
LINEAL;-0.13847421319438474;0.09742866822854704;1.5124910020057238;0.045368398876097685;-0.5344431268410978;-0.13020754235352688;0.040093914387686794;-0.6313637289253177;-0.1300614973721456;0.015199999324977398
LINEAL;-0.12958452689667618;0.09751720008036632;1.5119945879440237;0.038720798329206135;-0.5346921335358092;-0.13013886356677304;0.03270120388415453;-0.6323788993795422;-0.13015204212383735;0.014999999621068127
LINEAL;-0.12053071519964742;0.0975703191914579;1.5116967395070038;0.03195046678172113;-0.534841537552636;-0.13009765629472073;0.023644251956211757;-0.634038493158452;-0.13006297427328867;0.013700000636163168
LINEAL;-0.11137842826302655;0.09760219065811282;1.5115180304447917;0.025106496633880038;-0.5349311799627321;-0.13007293193148933;0.01571369293678108;-0.6354765680032859;-0.13003502927783173;0.01700000029813964
LINEAL;-0.10221242203531383;0.09666863063217315;1.4966669028918402;0.01825226736508566;-0.5423806671348573;-0.1307971432591176;0.007775207051249931;-0.6370292030017188;-0.1300032059997685;0.019899998733308166
LINEAL;-0.0930835500856095;0.09610849461660934;1.4877562263600694;0.011425806662979682;-0.5468503594381324;-0.13123167005569455;-0.00035990862140143447;-0.6387711703626177;-0.13000144473388314;0.01610000072105322
LINEAL;-0.0839769587027102;0.09667973006054023;1.482409820441007;0.004616007100886749;-0.5495321748200974;-0.13078853285214825;-0.0077359471466672955;-0.6403540862351069;-0.12999804446216395;0.01669999983278103
LINEAL;-0.07488373565989391;0.09702247132689877;1.4792019768895694;-0.0021837957771983635;-0.5511412640492765;-0.1305226505300205;-0.015245854092554504;-0.6419325492127369;-0.13004392036981877;0.015599998732795939
LINEAL;-0.06579853362112742;0.09813543313998307;1.477277270758707;-0.008977600644878778;-0.552106717586784;-0.12965926785525136;-0.022797430738837755;-0.6437208400958122;-0.13008351763876763;0.017299998944508843
LINEAL;-0.05719340549840801;0.09785268760059929;1.4620806355414997;-0.01541241200930299;-0.5597295151626861;-0.12987860835481055;-0.030208667282192403;-0.6454487691455294;-0.1301100310608304;0.015600000551785342
LINEAL;-0.048487471559630055;0.097683040276969;1.4529626544111753;-0.0219226047511481;-0.5643031937082275;-0.1300102126545461;-0.03953943563579509;-0.6477931925957956;-0.13008176786620917;0.01449999945180025
LINEAL;-0.03972105413121697;0.09758125188279083;1.4474918657329807;-0.02847802631944571;-0.5670474008355522;-0.1300891752343874;-0.046461333172365275;-0.6495929447732133;-0.13000481964920785;0.015100000382517464
LINEAL;-0.030918346609022804;0.0984058931125705;1.444209392526064;-0.03506058518361485;-0.568693925111947;-0.12944945791226384;-0.05449622377678863;-0.651448404490031;-0.12998753166252647;0.021500000002561137
